,PDB,CHAIN,SP_PRIMARY,RES_BEG,RES_END,PDB_BEG,PDB_END,SP_BEG,SP_END
203109,3zt3,B,P12497,11,167,,,1203,1359
203110,3zt4,A,P12497,11,167,,,1203,1359
203111,3zt4,B,P12497,11,167,56,,1203,1359
203240,3ztx,A,Q6DE08,1,284,,,78,361
203241,3ztx,B,Q6DE08,1,284,78,,78,361
203242,3ztx,C,O13024,1,44,,,797,840
203243,3ztx,D,O13024,1,44,,840,797,840
203247,3zu0,A,P44569,1,579,,,25,603
203248,3zu0,B,P44569,1,579,,,25,603
203253,3zu2,A,Q8Z9U1,24,422,24,422,1,399
203288,3zuk,A,O53649,37,699,,663,1,663
203289,3zuk,B,O53649,37,699,,663,1,663
203348,3zux,A,Q9K0A9,6,320,,,1,315
203349,3zuy,A,Q9K0A9,1,315,,,1,315
203360,3zv5,A,Q46381,1,281,1,,1,281
203361,3zv5,B,Q46381,1,281,1,,1,281
203362,3zv6,A,Q46381,1,281,1,,1,281
203363,3zv6,B,Q46381,1,281,1,,1,281
203364,3zv7,A,P04058,1,543,,,22,564
203407,3zvm,A,Q9JLV6,5,416,,522,111,522
203408,3zvm,B,Q9JLV6,5,416,,522,111,522
203420,3zvu,A,O49686,5,193,3,,3,191
203421,3zvu,B,Q9CAJ0,4,337,,,178,511
203422,3zvv,A,P48736,2,960,144,,144,1102
203442,3zw3,A,P48736,2,960,144,,144,1102
203455,3zw9,A,P07896,21,742,1,,1,722
203456,3zw9,B,P07896,21,742,1,,1,722
203488,3zwi,A,P00138,1,127,1,,1,127
203514,3zwo,A,P29241,1,259,0,,24,282
203515,3zwo,B,P29241,1,259,,,24,282
203516,3zwo,C,P29241,1,259,0,,24,282
203517,3zwo,D,P29241,1,259,,,24,282
203518,3zwo,E,P29241,1,259,,,24,282
203519,3zwo,F,P29241,1,259,,,24,282
203520,3zwo,G,P29241,1,259,0,,24,282
203521,3zwo,H,P29241,1,259,,,24,282
203552,3zwx,A,P29241,3,260,1,,25,282
203553,3zwx,B,P29241,3,260,1,,25,282
203554,3zwx,C,P29241,3,260,1,,25,282
203555,3zwx,D,P29241,3,260,1,,25,282
203556,3zwx,E,P29241,3,260,1,,25,282
203557,3zwx,F,P29241,3,260,1,,25,282
203558,3zwx,G,P29241,3,260,1,,25,282
203559,3zwx,H,P29241,3,260,1,,25,282
203629,3zxh,A,P45452,1,171,104,,104,274
203630,3zxh,B,P45452,1,171,104,,104,274
203631,3zxi,A,Q9Y2Z4,5,348,,,32,375
203632,3zxi,B,Q9Y2Z4,5,348,,,32,375
203648,3zxs,A,Q3IXP1,16,522,2,508,2,508
203649,3zxs,B,Q3IXP1,16,522,2,508,2,508
203650,3zxs,C,Q3IXP1,16,522,2,508,2,508
203651,3zxt,A,P53355,1,285,,,1,285
203652,3zxt,B,P53355,1,285,,,1,285
203653,3zxt,C,P53355,1,285,,,1,285
203654,3zxt,D,P53355,1,285,,,1,285
203659,3zxv,A,P9WN39,10,486,,478,2,478
203660,3zxv,B,P9WN39,10,486,,478,2,478
203661,3zxv,C,P9WN39,10,486,,478,2,478
203662,3zxv,D,P9WN39,10,486,,478,2,478
203663,3zxv,E,P9WN39,10,486,,478,2,478
203664,3zxv,F,P9WN39,10,486,,478,2,478
203675,3zxz,A,P08581,2,299,,,1051,1348
203682,3zy3,A,Q18014,5,362,26,,26,383
203683,3zy3,B,Q18014,5,362,26,,26,383
203685,3zy5,A,Q18014,5,362,26,,26,383
203686,3zy6,A,Q18014,5,362,26,,26,383
203690,3zyb,A,Q05097,1,122,,121,1,122
203691,3zyb,B,Q05097,1,122,,121,1,122
203692,3zyb,C,Q05097,1,122,,121,1,122
203693,3zyb,D,Q05097,1,122,,121,1,122
203694,3zyb,E,Q05097,1,122,,121,1,122
203695,3zyb,F,Q05097,1,122,,121,1,122
203696,3zyb,G,Q05097,1,122,,121,1,122
203697,3zyb,H,Q05097,1,122,,121,1,122
203744,3zyu,A,O60885,3,127,44,168,44,168
203745,3zyu,B,O60885,3,127,44,,44,168
203773,3zze,A,P08581,2,299,,,1051,1348
203774,3zzf,A,Q01217,9,307,,,58,356
203775,3zzf,B,Q01217,9,307,,,58,356
203776,3zzf,C,Q01217,9,307,,,58,356
203777,3zzf,D,Q01217,9,307,,,58,356
203782,3zzh,A,Q01217,9,307,,,58,356
203783,3zzh,B,Q01217,9,307,,,58,356
203784,3zzh,C,Q01217,9,307,,,58,356
203785,3zzh,D,Q01217,9,307,,,58,356
203801,3zzn,A,Q5SJA1,1,310,22,331,1,310
203802,3zzn,B,Q5SJA1,1,310,22,331,1,310
203803,3zzn,C,Q5SJA1,1,310,22,331,1,310
203804,3zzn,D,Q5SJA1,1,310,22,331,1,310
203872,4a06,A,O15530,2,311,,359,50,359
203921,4a0m,A,P17202,1,496,,496,1,496
203922,4a0m,B,P17202,1,496,,496,1,496
203923,4a0m,C,P17202,1,496,,496,1,496
203924,4a0m,D,P17202,1,496,,496,1,496
203946,4a0r,A,B0F481,21,831,,,23,833
203947,4a0r,B,B0F481,21,831,,,23,833
203948,4a0s,A,F0V3Z3,1,447,1,,2,448
203949,4a0s,B,F0V3Z3,1,447,1,,2,448
203950,4a0s,C,F0V3Z3,1,447,1,,2,448
203951,4a0s,D,F0V3Z3,1,447,1,,2,448
203993,4a0z,A,Q2FZ56,1,190,,,1,190
203994,4a0z,B,Q2FZ56,1,190,,,1,190
204023,4a16,A,P21836,1,540,4,543,35,574
204024,4a16,B,P21836,1,540,4,543,35,574
204025,4a16,C,P21836,1,540,4,543,35,574
204026,4a16,D,P21836,1,540,4,543,35,574
204053,4a1o,A,P9WHM7,1,523,,523,1,523
204054,4a1o,B,P9WHM7,1,523,,523,1,523
204089,4a1z,A,P52732,1,368,,,1,368
204090,4a1z,B,P52732,1,368,,,1,368
204111,4a28,A,P52732,1,368,,,1,368
204112,4a28,B,P52732,1,368,,,1,368
204114,4a2a,A,Q9WZU0,1,419,,,1,419
204115,4a2a,B,Q9WZU0,1,419,,,1,419
204116,4a2a,C,O08398,1,16,,351,336,351
204117,4a2a,D,O08398,1,16,,351,336,351
204118,4a2b,A,Q9WZU0,1,419,,,1,419
204147,4a2j,A,P06401,5,260,,,678,933
204148,4a2j,B,P06401,5,260,,,678,933
204187,4a2z,A,Q4Q5S8,22,438,,421,5,421
204188,4a30,A,Q4Q5S8,22,438,,421,5,421
204189,4a31,A,Q4Q5S8,22,438,,421,5,421
204190,4a32,A,Q4Q5S8,22,438,,421,5,421
204191,4a33,A,Q4Q5S8,22,438,,421,5,421
204219,4a39,A,Q9I012,14,388,1,375,1,375
204220,4a39,B,Q9I012,14,388,1,375,1,375
204368,4a3u,A,Q5NLA1,1,358,,,1,358
204369,4a3u,B,Q5NLA1,1,358,,,1,358
204416,4a4l,A,P53350,2,311,,,36,345
204419,4a4o,A,P53350,2,311,,,36,345
204422,4a4q,A,Q8Q3H0,1,99,1,99,1,99
204423,4a4q,B,Q8Q3H0,1,99,101,199,1,99
204424,4a4v,A,P37231,5,287,,477,223,505
204425,4a4v,B,P37231,5,287,,,223,505
204426,4a4w,A,P37231,5,287,,477,223,505
204427,4a4w,B,P37231,5,287,,,223,505
204428,4a4x,A,P51955,1,271,,271,1,271
204430,4a4z,A,P35207,6,997,,1287,296,1287
204432,4a51,A,P52732,1,368,,,1,368
204433,4a51,B,P52732,1,368,,,1,368
204434,4a51,C,P52732,1,368,,,1,368
204435,4a51,D,P52732,1,368,,,1,368
204436,4a51,E,P52732,1,368,,,1,368
204437,4a51,F,P52732,1,368,,,1,368
204438,4a51,G,P52732,1,368,,,1,368
204466,4a5l,A,C4LW95,1,314,,314,1,314
204467,4a5l,B,C4LW95,1,314,,314,1,314
204494,4a5s,A,P27487,1,728,,766,39,766
204495,4a5s,B,P27487,1,728,,766,39,766
204505,4a5y,A,P52732,1,368,,,1,368
204506,4a5y,B,P52732,1,368,,,1,368
204507,4a5y,C,P52732,1,368,,,1,368
204513,4a61,A,P11904,8,326,2,320,2,320
204514,4a62,A,P11904,1,320,1,320,1,320
204515,4a62,B,P11904,1,320,1,320,1,320
204516,4a62,C,P11906,1,17,,117,101,117
204517,4a62,D,P11906,1,17,,117,101,117
204534,4a65,A,C4LW95,1,314,,314,1,314
204535,4a65,B,C4LW95,1,314,,314,1,314
204543,4a6a,A,P9WP17,1,190,1,,1,190
204544,4a6a,B,P9WP17,1,190,1,,1,190
204545,4a6a,C,P9WP17,1,190,1,,1,190
204546,4a6a,D,P9WP17,1,190,1,,1,190
204547,4a6a,E,P9WP17,1,190,1,,1,190
204548,4a6a,F,P9WP17,1,190,1,,1,190
204549,4a6a,G,P9WP17,1,190,1,,1,190
204550,4a6a,H,P9WP17,1,190,1,,1,190
204551,4a6a,I,P9WP17,1,190,1,,1,190
204552,4a6a,J,P9WP17,1,190,1,,1,190
204553,4a6a,K,P9WP17,1,190,1,,1,190
204554,4a6a,L,P9WP17,1,190,1,,1,190
204555,4a6b,A,P35963,1,99,1,99,489,587
204556,4a6b,B,P35963,1,99,101,199,489,587
204557,4a6c,A,P35963,1,99,1,99,489,587
204558,4a6c,B,P35963,1,99,101,199,489,587
204559,4a6d,A,P46597,1,345,1,345,1,345
204560,4a6e,A,P46597,1,345,1,345,1,345
204563,4a6g,A,Q44244,1,368,1,368,1,368
204564,4a6g,B,Q44244,1,368,1,,1,368
204565,4a6g,C,Q44244,1,368,1,,1,368
204566,4a6g,D,Q44244,1,368,1,,1,368
204589,4a6n,A,Q93L51,21,398,,,11,388
204590,4a6n,B,Q93L51,21,398,,,11,388
204591,4a6n,C,Q93L51,21,398,,,11,388
204592,4a6n,D,Q93L51,21,398,,,11,388
204597,4a6r,A,Q7NWG4,1,459,,459,1,459
204598,4a6r,B,Q7NWG4,1,459,,459,1,459
204630,4a79,A,P27338,1,520,,,1,520
204631,4a79,B,P27338,1,520,,,1,520
204632,4a7a,A,P27338,1,520,,,1,520
204633,4a7a,B,P27338,1,520,,,1,520
204634,4a7b,A,P45452,1,169,104,272,104,272
204635,4a7b,B,P45452,1,169,104,,104,272
204636,4a7c,A,P11309,25,308,,,30,313
204703,4a7y,A,P84193,1,900,,900,1,900
204704,4a7z,A,P84193,1,900,,900,1,900
204705,4a80,A,P15494,1,159,1,159,2,160
204706,4a81,A,P15494,1,159,1,159,2,160
204711,4a83,A,P15494,1,159,1,159,2,160
204712,4a84,A,P15494,1,159,1,159,2,160
204713,4a85,A,P15494,1,159,1,159,2,160
204714,4a86,A,P15494,1,159,1,159,2,160
204715,4a87,A,P15494,1,159,1,159,2,160
204777,4a8g,A,P15494,1,159,1,159,2,160
204791,4a8m,P,P11124,1,665,,664,1,665
204792,4a8m,Q,P11124,1,665,,664,1,665
204793,4a8m,R,P11124,1,665,,664,1,665
204813,4a8v,A,P43183,1,159,1,159,2,160
204847,4a95,A,A5K1A2,1,384,27,410,27,410
204848,4a95,B,A5K1A2,1,384,27,410,27,410
204849,4a95,C,A5K1A2,1,384,27,410,27,410
204890,4a99,A,Q93L51,21,398,,,11,388
204891,4a99,B,Q93L51,21,398,,,11,388
204892,4a99,C,Q93L51,21,398,,,11,388
204893,4a99,D,Q93L51,21,398,,,11,388
204900,4a9e,A,P25440,21,154,,,67,200
204901,4a9e,B,P25440,21,154,,,67,200
204902,4a9e,C,P25440,21,154,,,67,200
204930,4a9h,A,P25440,21,154,,,67,200
204931,4a9h,B,P25440,21,154,,,67,200
204932,4a9h,C,P25440,21,154,,,67,200
204933,4a9i,A,P25440,21,154,,,67,200
204934,4a9i,B,P25440,21,154,,,67,200
204935,4a9i,C,P25440,21,154,,,67,200
204941,4a9l,A,O60885,3,127,44,,44,168
204942,4a9m,A,P25440,21,154,,,67,200
204943,4a9m,B,P25440,21,154,,,67,200
204944,4a9m,C,P25440,21,154,,,67,200
204945,4a9n,A,P25440,21,154,,,67,200
204946,4a9n,B,P25440,21,154,,,67,200
204947,4a9n,C,P25440,21,154,,,67,200
204948,4a9o,A,P25440,21,154,,,67,200
204949,4a9o,B,P25440,21,154,,,67,200
204950,4a9o,C,P25440,21,154,,,67,200
204951,4a9r,A,O96017,8,329,210,,210,531
204952,4a9s,A,O96017,8,329,,,210,531
204953,4a9t,A,O96017,8,329,210,,210,531
204954,4a9u,A,O96017,8,329,210,,210,531
204959,4a9y,A,Q16539,7,365,,,2,360
204964,4aa0,A,Q16539,7,365,,,2,360
204969,4aa4,A,Q16539,7,365,,,2,360
204970,4aa5,A,Q16539,7,365,,,2,360
204982,4aac,A,Q16539,7,365,,,2,360
205132,4abk,A,Q460N5,3,183,1208,1388,1208,1388
205171,4abz,AAA,P0ACT4,1,207,2,208,2,208
205172,4ac0,A,P04483,1,202,2,203,2,203
205205,4acc,A,P49841,46,465,,,1,420
205206,4acc,B,P49841,46,465,,,1,420
205207,4acd,A,P49841,46,465,,,1,420
205208,4acd,B,P49841,46,465,,,1,420
205215,4acg,A,P49841,46,465,,,1,420
205216,4acg,B,P49841,46,465,,,1,420
205217,4ach,A,P49841,46,465,,,1,420
205218,4ach,B,P49841,46,465,,,1,420
205226,4acm,A,P24941,2,299,1,298,1,298
205240,4acu,A,P56817,1,411,,,43,453
205243,4acx,A,P56817,1,411,,,43,453
205279,4adc,A,P77581,1,406,,,1,406
205280,4adc,B,P77581,1,406,,,1,406
205281,4adc,C,P77581,1,406,,,1,406
205282,4adc,D,P77581,1,406,,,1,406
205411,4ae1,A,P00588,1,535,1,535,33,567
205412,4ae1,B,P00588,1,535,,535,33,567
205451,4ael,A,Q9Y233,4,344,449,,715,1055
205452,4ael,B,Q9Y233,4,344,449,,715,1055
205477,4af3,A,Q96GD4,3,292,,,55,344
205478,4af3,D,Q9NQS7,3,71,,,835,903
205480,4af6,A,P10933,1,308,,308,53,360
205481,4af6,B,P10933,1,308,,308,53,360
205482,4af7,A,P10933,1,308,,308,53,360
205483,4af7,B,P10933,1,308,,308,53,360
205490,4afe,A,P51955,1,271,,271,1,271
205491,4aff,A,P0A3F4,1,112,1,112,1,112
205492,4afg,A,I6L8L2,1,230,,,1,230
205493,4afg,B,I6L8L2,1,230,,,1,230
205494,4afg,C,I6L8L2,1,230,,,1,230
205495,4afg,D,I6L8L2,1,230,,,1,230
205496,4afg,E,I6L8L2,1,230,,,1,230
205497,4afh,A,I6L8L2,1,230,1,,1,230
205498,4afh,B,I6L8L2,1,230,1,,1,230
205499,4afh,C,I6L8L2,1,230,1,,1,230
205500,4afh,D,I6L8L2,1,230,1,,1,230
205501,4afh,E,I6L8L2,1,230,,,1,230
205506,4afj,A,P49841,1,367,,,27,393
205507,4afj,B,P49841,1,367,,,27,393
205508,4afj,X,Q92837,1,30,,,197,226
205509,4afj,Y,Q92837,1,30,,,197,226
205551,4ag5,A,B0KAW2,1,392,,,203,594
205552,4ag5,B,B0KAW2,1,392,,,203,594
205553,4ag5,C,B0KAW2,1,392,,,203,594
205554,4ag5,D,B0KAW2,1,392,,,203,594
205559,4ag7,A,Q17427,1,165,1,165,1,165
205560,4ag7,B,Q17427,1,165,,165,1,165
205561,4ag8,A,P35968,1,316,,,806,1171
205562,4ag9,A,Q17427,1,165,,165,1,165
205563,4ag9,B,Q17427,1,165,,165,1,165
205565,4agc,A,P35968,19,353,,,787,1171
205566,4agd,A,P35968,19,353,,,787,1171
205590,4agl,A,P04637,1,219,,,94,312
205591,4agl,B,P04637,1,219,94,,94,312
205596,4ago,A,P04637,1,219,,,94,312
205597,4ago,B,P04637,1,219,94,,94,312
205600,4agq,A,P04637,1,219,,,94,312
205601,4agq,B,P04637,1,219,94,,94,312
205611,4agu,A,Q00532,2,301,,,1,300
205612,4agu,B,Q00532,2,301,,,1,300
205613,4agu,C,Q00532,2,301,,,1,300
205618,4agw,A,P00523,4,286,,533,251,533
205619,4agw,B,P00523,4,286,,533,251,533
205637,4ah9,A,P12497,21,183,,,1197,1359
205638,4ah9,B,P12497,21,183,,,1197,1359
205674,4ahu,A,P12497,21,183,,,1197,1359
205675,4ahu,B,P12497,21,183,,,1197,1359
205676,4ahv,A,P12497,21,183,,,1197,1359
205677,4ahv,B,P12497,21,183,,,1197,1359
205691,4ai8,A,Q9NWT6,4,352,,349,1,349
205698,4aic,A,P9WNS1,11,398,,389,2,389
205699,4aic,B,P9WNS1,11,398,,389,2,389
205743,4aiy,A,P01308,1,21,1,21,90,110
205744,4aiy,B,P01308,1,30,1,30,25,54
205745,4aiy,C,P01308,1,21,1,21,90,110
205746,4aiy,D,P01308,1,30,1,30,25,54
205747,4aiy,E,P01308,1,21,1,21,90,110
205748,4aiy,F,P01308,1,30,1,30,25,54
205749,4aiy,G,P01308,1,21,1,21,90,110
205750,4aiy,H,P01308,1,30,1,30,25,54
205751,4aiy,I,P01308,1,21,1,21,90,110
205752,4aiy,J,P01308,1,30,1,30,25,54
205753,4aiy,K,P01308,1,21,1,21,90,110
205754,4aiy,L,P01308,1,30,1,30,25,54
205759,4aj1,A,P04642,1,331,1,331,2,332
205760,4aj1,B,P04642,1,331,,331,2,332
205761,4aj1,C,P04642,1,331,,331,2,332
205762,4aj1,D,P04642,1,331,,331,2,332
205763,4aj2,A,P04642,1,331,,331,2,332
205764,4aj2,B,P04642,1,331,,331,2,332
205765,4aj2,C,P04642,1,331,,331,2,332
205766,4aj2,D,P04642,1,331,,331,2,332
205768,4aj4,A,P04642,1,332,,331,1,332
205769,4aj4,B,P04642,1,332,,331,1,332
205770,4aj4,C,P04642,1,332,,331,1,332
205771,4aj4,D,P04642,1,332,,331,1,332
205813,4ajb,A,P08200,1,416,,416,1,416
205815,4ajd,A,Q9Y233,3,328,449,,715,1040
205816,4ajd,D,Q9Y233,3,328,449,,715,1040
205821,4ajf,A,Q9Y233,3,328,449,774,715,1040
205822,4ajf,D,Q9Y233,3,328,449,,715,1040
205823,4ajg,A,Q9Y233,3,328,449,,715,1040
205824,4ajg,D,Q9Y233,3,328,449,,715,1040
205833,4ajj,A,P04642,1,331,,331,2,332
205834,4ajj,B,P04642,1,331,,331,2,332
205835,4ajj,C,P04642,1,331,1,331,2,332
205836,4ajj,D,P04642,1,331,1,331,2,332
205845,4ajm,A,Q9Y233,3,328,449,,715,1040
205846,4ajm,D,Q9Y233,3,328,449,,715,1040
205847,4ajn,A,P04642,1,331,,331,2,332
205848,4ajn,B,P04642,1,331,,331,2,332
205849,4ajn,C,P04642,1,331,,331,2,332
205850,4ajn,D,P04642,1,331,,331,2,332
205851,4ajo,A,P04642,1,331,,331,2,332
205852,4ajo,B,P04642,1,331,,331,2,332
205853,4ajo,C,P04642,1,331,1,331,2,332
205854,4ajo,D,P04642,1,331,1,331,2,332
205855,4ajp,A,P00338,1,331,1,331,2,332
205856,4ajp,B,P00338,1,331,1,331,2,332
205857,4ajp,C,P00338,1,331,1,331,2,332
205858,4ajp,D,P00338,1,331,1,331,2,332
205865,4ajw,A,O35904,1,934,110,,110,1043
205866,4ajw,B,O35904,1,934,,,110,1043
205964,4akn,A,P25440,21,153,,,67,200
205965,4akn,B,P25440,21,153,,,67,200
205966,4akn,C,P25440,21,153,,,67,200
205998,4al4,A,P04642,1,331,,331,2,332
205999,4al4,B,P04642,1,331,,331,2,332
206000,4al4,C,P04642,1,331,1,331,2,332
206001,4al4,D,P04642,1,331,1,331,2,332
206023,4alg,A,P25440,21,154,,,67,200
206024,4alh,A,P25440,21,154,,,67,200
206025,4alh,B,P25440,21,154,,,67,200
206026,4alh,C,P25440,21,154,,,67,200
206040,4alx,A,P58154,1,229,,210,1,229
206041,4alx,B,P58154,1,229,,,1,229
206042,4alx,C,P58154,1,229,,,1,229
206043,4alx,D,P58154,1,229,,,1,229
206044,4alx,E,P58154,1,229,,,1,229
206045,4alx,F,P58154,1,229,,,1,229
206046,4alx,G,P58154,1,229,,,1,229
206047,4alx,H,P58154,1,229,,,1,229
206048,4alx,I,P58154,1,229,,,1,229
206049,4alx,J,P58154,1,229,,,1,229
206083,4amb,A,Q9RN61,23,400,13,,13,390
206084,4amb,B,Q9RN61,23,400,13,390,13,390
206093,4ami,A,P07700,3,310,33,,33,368
206094,4ami,B,P07700,3,310,33,,33,368
206095,4amj,A,P07700,3,310,33,,33,368
206096,4amj,B,P07700,3,310,33,,33,368
206113,4amw,A,Q9STC1,1,1027,,1038,62,1088
206114,4amw,B,Q9STC1,1,1027,,1038,62,1088
206115,4amw,C,Q9STC1,1,1027,,1038,62,1088
206116,4amw,D,Q9STC1,1,1027,,1038,62,1088
206117,4amx,A,Q9STC1,1,1027,,1038,62,1088
206118,4amx,B,Q9STC1,1,1027,,1038,62,1088
206119,4amx,C,Q9STC1,1,1027,,1038,62,1088
206120,4amx,D,Q9STC1,1,1027,,1038,62,1088
206125,4an2,A,Q02750,4,293,61,,61,392
206126,4an3,A,Q02750,4,293,61,,61,392
206127,4an4,A,Q9RN61,23,400,13,390,13,390
206128,4an4,B,Q9RN61,23,400,13,390,13,390
206129,4an4,C,Q9RN61,23,400,13,,13,390
206130,4an4,D,Q9RN61,23,400,13,390,13,390
206144,4an9,A,Q02750,4,293,61,,61,392
206145,4anb,A,Q02750,4,293,61,,61,392
206176,4anm,A,P28523,3,333,7,,2,332
206179,4anp,A,P00439,1,324,,,104,427
206180,4anq,A,Q9UM73,24,342,1093,,1093,1411
206182,4ans,A,Q9UM73,24,342,1093,,1093,1411
206183,4anu,A,P48736,6,964,144,,144,1102
206184,4anv,A,P48736,6,964,144,,144,1102
206185,4anw,A,P48736,6,964,144,,144,1102
206186,4anx,A,P48736,6,964,144,,144,1102
206188,4ao4,A,A3EYF7,21,465,,445,1,445
206189,4ao4,B,A3EYF7,21,465,,,1,445
206190,4ao4,C,A3EYF7,21,465,,,1,445
206199,4aoa,A,H8WR05,21,454,,434,1,434
206200,4aoa,B,H8WR05,21,454,,434,1,434
206219,4aoi,A,P08581,2,299,,,1051,1348
206220,4aoj,A,P04629,6,329,,,473,796
206221,4aoj,B,P04629,6,329,,,473,796
206222,4aoj,C,P04629,6,329,,,473,796
206250,4aos,A,O50641,1,549,,549,1,549
206251,4aot,A,O94804,3,302,18,,18,317
206252,4aot,B,O94804,3,302,18,,18,317
206254,4aov,A,Q6AQ66,1,402,1,402,1,402
206258,4aox,A,O50641,1,549,,549,1,549
206262,4ap0,A,P52732,3,370,,,1,368
206263,4ap0,B,P52732,3,370,,,1,368
206264,4ap0,C,P52732,3,370,,,1,368
206265,4ap0,D,P52732,3,370,,,1,368
206266,4ap1,A,O50641,1,549,,549,1,549
206269,4ap3,A,O50641,1,549,,549,1,549
206282,4ap7,A,P08581,2,299,,,1051,1348
206320,4app,A,O96013,5,296,300,591,300,591
206331,4apu,A,P06401,5,260,,,678,933
206332,4apu,B,P06401,5,260,,,678,933
206478,4aqc,A,O60674,4,301,,1132,835,1132
206479,4aqc,B,O60674,4,301,,1132,835,1132
206493,4aqk,A,Q93YN9,6,456,1,,1,451
206494,4aql,A,Q9Y2T3,23,476,,,1,454
206552,4ara,A,P21836,1,543,1,,32,574
206553,4ara,B,P21836,1,543,,543,32,574
206554,4arb,A,P21836,1,543,1,,32,574
206555,4arb,B,P21836,1,543,,543,32,574
206570,4ark,A,Q02750,2,333,62,,62,393
206628,4as7,A,P52732,1,368,,,1,368
206630,4as9,A,P02829,1,220,,,1,220
206634,4asd,A,P35968,19,353,,,787,1171
206635,4ase,A,P35968,19,353,,,787,1171
206636,4asf,A,P02829,1,220,,,1,220
206637,4asg,A,P02829,1,220,,,1,220
206646,4asj,A,Q9HU22,1,293,,293,1,293
206647,4asj,B,Q9HU22,1,293,,293,1,293
206648,4asj,C,Q9HU22,1,293,,293,1,293
206649,4asj,D,Q9HU22,1,293,,293,1,293
206650,4ask,A,O15054,2,504,,,1141,1643
206651,4ask,B,O15054,2,504,,,1141,1643
206694,4asu,A,P19483,1,510,,510,44,553
206695,4asu,B,P19483,1,510,,510,44,553
206696,4asu,C,P19483,1,510,,510,44,553
206697,4asu,D,P00829,1,480,,,49,528
206698,4asu,E,P00829,1,480,,,49,528
206699,4asu,F,P00829,1,480,,,49,528
206700,4asu,G,P05631,1,273,1,,26,298
206701,4asu,H,P05630,1,146,,,23,168
206702,4asu,I,P05632,1,50,,,2,51
206710,4asy,A,Q9HU22,1,293,1,293,1,293
206711,4asy,B,Q9HU22,1,293,,293,1,293
206712,4asy,C,Q9HU22,1,293,1,293,1,293
206713,4asy,D,Q9HU22,1,293,1,293,1,293
206715,4at0,A,Q0S4Q9,21,510,,,1,490
206720,4at2,A,Q0S4Q9,21,510,,,1,490
206721,4at3,A,Q16620,4,299,543,838,527,822
206722,4at4,A,Q16620,4,299,543,838,527,822
206723,4at5,A,Q16620,4,299,543,838,527,822
206726,4at8,A,Q9CXY6,3,364,29,,29,390
206727,4at8,B,Q9Z1X4,3,383,,,1,381
206728,4at8,C,Q9CXY6,3,364,29,,29,390
206729,4at8,D,Q9Z1X4,3,383,,,1,381
206730,4at9,A,Q9CXY6,3,364,29,,29,390
206731,4at9,B,Q9Z1X4,3,383,,,1,381
206844,4au7,A,Q6Q783,2,247,,246,1,246
206845,4au7,B,Q6Q783,2,247,,,1,246
206846,4au7,C,P62806,1,9,17,25,18,26
206847,4au8,A,Q00535,6,296,2,,2,292
206848,4au8,B,Q00535,6,296,2,,2,292
206851,4aua,A,Q00534,1,301,,301,1,301
206852,4aub,A,Q46851,21,366,,,1,346
206853,4aub,B,Q46851,21,366,,346,1,346
206854,4aub,C,Q46851,21,366,,346,1,346
206855,4aub,D,Q46851,21,366,,,1,346
206856,4aub,E,Q46851,21,366,,346,1,346
206857,4aub,F,Q46851,21,366,,,1,346
206858,4aub,G,Q46851,21,366,,346,1,346
206859,4aub,H,Q46851,21,366,,346,1,346
206899,4aut,A,A0R607,9,468,,468,1,460
206914,4aux,A,P0ACT4,1,207,2,208,2,208
206964,4ava,A,O05581,1,333,,333,1,333
206975,4avg,A,C3W5S0,7,204,1,,1,198
206976,4avg,B,C3W5S0,7,204,1,,1,198
206977,4avg,C,C3W5S0,7,204,1,,1,198
206978,4avg,D,C3W5S0,7,204,1,,1,198
206987,4avl,A,C3W5S0,7,204,1,,1,198
206988,4avl,B,C3W5S0,7,204,1,,1,198
206989,4avl,C,C3W5S0,7,204,1,,1,198
206990,4avl,D,C3W5S0,7,204,1,,1,198
207019,4avu,A,Q9H2K2,24,240,,,946,1162
207020,4avu,B,Q9H2K2,24,240,,,946,1162
207026,4avw,A,Q9H2K2,24,240,,,946,1162
207027,4avw,B,Q9H2K2,24,240,,,946,1162
207032,4aw0,A,O15530,3,311,,359,51,359
207033,4aw1,A,O15530,3,311,,359,51,359
207035,4aw3,A,Q59523,21,417,,397,1,397
207036,4aw3,B,Q59523,21,417,,397,1,397
207043,4aw5,A,P54760,6,291,,,605,890
207061,4awg,A,C3W5S0,7,204,1,,1,198
207062,4awg,B,C3W5S0,7,204,1,,1,198
207063,4awg,C,C3W5S0,7,204,1,,1,198
207064,4awg,D,C3W5S0,7,204,1,,1,198
207069,4awi,A,P45983,6,369,,364,1,364
207082,4awk,A,C3W5S0,7,183,1,,1,198
207086,4awm,A,C3W5S0,7,192,1,,1,198
207088,4awo,A,P07900,3,230,,,9,236
207089,4awo,B,P07900,3,230,,,9,236
207090,4awp,A,P07900,3,230,,,9,236
207091,4awp,B,P07900,3,230,,,9,236
207092,4awq,A,P07900,3,230,,,9,236
207093,4awq,B,P07900,3,230,,,9,236
207094,4aws,A,Q8EEC8,1,365,,365,1,365
207095,4awt,A,Q8EEC8,1,365,,365,1,365
207096,4awu,A,Q8EEC8,1,365,,365,1,365
207116,4ax8,A,J7I4B7,15,569,,,2,556
207117,4ax9,H,P00734,1,257,16,245,364,620
207118,4ax9,I,P01050,1,11,1,11,55,65
207119,4ax9,L,P00734,1,28,1A,15,334,361
