PDB,CHAIN,ACCESSION,EC_NUMBER
7sqc,PF,P09204,3.6.5.-
7sqc,PH,P09204,3.6.5.-
7sqc,PJ,P09204,3.6.5.-
7sqc,PL,P09204,3.6.5.-
7sqc,PN,P09204,3.6.5.-
7sqc,PP,P09204,3.6.5.-
7sqc,QD,P09204,3.6.5.-
7sqc,QF,P09204,3.6.5.-
7sqc,QH,P09204,3.6.5.-
7sqc,QJ,P09204,3.6.5.-
7sqc,QL,P09204,3.6.5.-
7sqc,QN,P09204,3.6.5.-
7sqc,QP,P09204,3.6.5.-
7sqc,RD,P09204,3.6.5.-
7sqc,RF,P09204,3.6.5.-
7sqc,RH,P09204,3.6.5.-
7sqc,RJ,P09204,3.6.5.-
7sqc,RL,P09204,3.6.5.-
7sqc,RN,P09204,3.6.5.-
7sqc,RP,P09204,3.6.5.-
7sqc,SB,P09204,3.6.5.-
7sqc,SD,P09204,3.6.5.-
7sqc,SF,P09204,3.6.5.-
7sqc,SH,P09204,3.6.5.-
7sqc,SJ,P09204,3.6.5.-
7sqc,SL,P09204,3.6.5.-
7sqc,SN,P09204,3.6.5.-
7sqc,SP,P09204,3.6.5.-
7sqc,TB,P09204,3.6.5.-
7sqc,TD,P09204,3.6.5.-
7sqc,TF,P09204,3.6.5.-
7sqc,TH,P09204,3.6.5.-
7sqc,TJ,P09204,3.6.5.-
7sqc,TL,P09204,3.6.5.-
7sqc,TN,P09204,3.6.5.-
7sqc,TP,P09204,3.6.5.-
7sqc,UB,P09204,3.6.5.-
7sqc,UD,P09204,3.6.5.-
7sqc,UF,P09204,3.6.5.-
7sqc,UH,P09204,3.6.5.-
7sqc,UJ,P09204,3.6.5.-
7sqc,UL,P09204,3.6.5.-
7sqc,UN,P09204,3.6.5.-
7sqc,UP,P09204,3.6.5.-
7sqc,VB,P09204,3.6.5.-
7sqc,VD,P09204,3.6.5.-
7sqc,VF,P09204,3.6.5.-
7sqc,VH,P09204,3.6.5.-
7sqc,VJ,P09204,3.6.5.-
7sqc,VL,P09204,3.6.5.-
7sqc,VN,P09204,3.6.5.-
7sqc,VP,P09204,3.6.5.-
7sqc,WB,P09204,3.6.5.-
7sqc,WD,P09204,3.6.5.-
7sqc,WF,P09204,3.6.5.-
7sqc,WH,P09204,3.6.5.-
7sqc,WJ,P09204,3.6.5.-
7sqc,WL,P09204,3.6.5.-
7sqc,WN,P09204,3.6.5.-
7sqc,XB,P09204,3.6.5.-
7sqc,XD,P09204,3.6.5.-
7sqc,XF,P09204,3.6.5.-
7sqc,XH,P09204,3.6.5.-
7sqc,XJ,P09204,3.6.5.-
7sqc,XL,P09204,3.6.5.-
7sqc,XN,P09204,3.6.5.-
7sqc,Y0,A8JH98,4.2.1.11
7sqc,Y1,A8JH98,4.2.1.11
7sqc,Y2,A8JH98,4.2.1.11
7sqc,Y3,A8JH98,4.2.1.11
7sqc,Y4,A8JH98,4.2.1.11
7sqc,Y5,A8JH98,4.2.1.11
7sqc,Y6,A8JH98,4.2.1.11
7sqc,Y7,A8JH98,4.2.1.11
7sqc,YB,P09204,3.6.5.-
7sqc,YD,P09204,3.6.5.-
7sqc,YF,P09204,3.6.5.-
7sqc,YH,P09204,3.6.5.-
7sqc,YJ,P09204,3.6.5.-
7sqc,YL,P09204,3.6.5.-
7sqc,YN,P09204,3.6.5.-
7sqc,YP,P09204,3.6.5.-
7sqc,Z0,A8JEU4,3.6.1.3
7sqc,Z1,A8JEU4,3.6.1.3
7sqc,Z2,A8JEU4,3.6.1.3
7sqc,Z3,A8JEU4,3.6.1.3
7sqc,ZB,P09204,3.6.5.-
7sqc,ZD,P09204,3.6.5.-
7sqc,ZF,P09204,3.6.5.-
7sqc,ZH,P09204,3.6.5.-
7sqc,ZJ,P09204,3.6.5.-
7sqc,ZL,P09204,3.6.5.-
7sqc,ZN,P09204,3.6.5.-
7sqc,ZP,P09204,3.6.5.-
7sqe,A,P0DTD1,2.1.1.56
7sqe,A,P0DTD1,2.1.1.57
7sqe,A,P0DTD1,2.7.7.48
7sqe,A,P0DTD1,2.7.7.50
7sqe,A,P0DTD1,3.1.13.-
7sqe,A,P0DTD1,3.4.19.12
7sqe,A,P0DTD1,3.4.22.-
7sqe,A,P0DTD1,3.4.22.69
7sqe,A,P0DTD1,3.6.4.12
7sqe,A,P0DTD1,3.6.4.13
7sqe,A,P0DTD1,4.6.1.-
7sqe,B,P0DTD1,2.1.1.56
7sqe,B,P0DTD1,2.1.1.57
7sqe,B,P0DTD1,2.7.7.48
7sqe,B,P0DTD1,2.7.7.50
7sqe,B,P0DTD1,3.1.13.-
7sqe,B,P0DTD1,3.4.19.12
7sqe,B,P0DTD1,3.4.22.-
7sqe,B,P0DTD1,3.4.22.69
7sqe,B,P0DTD1,3.6.4.12
7sqe,B,P0DTD1,3.6.4.13
7sqe,B,P0DTD1,4.6.1.-
7sqe,C,P0DTD1,2.1.1.56
7sqe,C,P0DTD1,2.1.1.57
7sqe,C,P0DTD1,2.7.7.48
7sqe,C,P0DTD1,2.7.7.50
7sqe,C,P0DTD1,3.1.13.-
7sqe,C,P0DTD1,3.4.19.12
7sqe,C,P0DTD1,3.4.22.-
7sqe,C,P0DTD1,3.4.22.69
7sqe,C,P0DTD1,3.6.4.12
7sqe,C,P0DTD1,3.6.4.13
7sqe,C,P0DTD1,4.6.1.-
7sqi,A,P0A953,2.3.1.41
7sqi,B,P0A953,2.3.1.41
7sql,A,Q9BZX2,2.7.1.48
7sql,B,Q9BZX2,2.7.1.48
7sql,C,Q9BZX2,2.7.1.48
7sql,D,Q9BZX2,2.7.1.48
7sqm,A,Q8TF76,2.7.11.1
7sqn,A,P09546,1.2.1.88
7sqn,A,P09546,1.5.5.2
7sqo,A,P63096,3.6.5.-
7sqz,A,Q5EGG4,2.7.7.48
7sqz,B,Q5EGG4,2.7.7.48
7sqz,C,Q5EGG4,2.7.7.48
7sr6,A,Q9UQG0,2.7.7.49
7sr6,A,Q9UQG0,3.1.26.4
7sr6,B,Q9UQG0,2.7.7.49
7sr6,B,Q9UQG0,3.1.26.4
7sr6,F,Q9UQG0,2.7.7.49
7sr6,F,Q9UQG0,3.1.26.4
7sr6,G,Q9UQG0,2.7.7.49
7sr6,G,Q9UQG0,3.1.26.4
7sr9,A,P00734,3.4.21.5
7sr9,B,P00734,3.4.21.5
7srv,A,Q8IL11,3.4.11.1
7srv,A,Q8IL11,3.4.13.-
7srv,B,Q8IL11,3.4.11.1
7srv,B,Q8IL11,3.4.13.-
7srv,C,Q8IL11,3.4.11.1
7srv,C,Q8IL11,3.4.13.-
7srv,D,Q8IL11,3.4.11.1
7srv,D,Q8IL11,3.4.13.-
7srv,E,Q8IL11,3.4.11.1
7srv,E,Q8IL11,3.4.13.-
7srv,F,Q8IL11,3.4.11.1
7srv,F,Q8IL11,3.4.13.-
7ss1,A,Q9BV86,2.1.1.244
7ss1,B,Q9BV86,2.1.1.244
7ss6,A,A6T5R0,3.6.1.54
7ss7,A,A6T5R0,3.6.1.54
7ss8,A,Q09472,2.3.1.-
7ss8,A,Q09472,2.3.1.48
7ssb,A,Q13976,2.7.11.12
7sse,A,Q9Y4B6,2.7.11.1
7sse,B,Q9Y4B6,2.7.11.1
7ssg,A,P30958,3.6.4.-
7ssi,A,O34757,2.7.13.3
7ssi,B,O34757,2.7.13.3
7ssi,D,O34757,2.7.13.3
7ssi,E,O34757,2.7.13.3
7ssj,A,O34757,2.7.13.3
7ssj,C,O34757,2.7.13.3
7ssj,D,O34757,2.7.13.3
7ssk,A,Q09472,2.3.1.-
7ssk,A,Q09472,2.3.1.48
7ssp,E,Q99807,1.14.13.253
7ssp,F,Q99807,1.14.13.253
7ssp,G,Q99807,1.14.13.253
7ssp,H,Q99807,1.14.13.253
7sss,E,Q99807,1.14.13.253
7sss,F,Q99807,1.14.13.253
7sss,G,Q99807,1.14.13.253
7sss,H,Q99807,1.14.13.253
7st8,S,Q6HA08,3.4.-.-
7std,A,P56221,4.2.1.94
7std,B,P56221,4.2.1.94
7std,C,P56221,4.2.1.94
7stf,C,P01116,3.6.5.2
7sth,A,P15208,2.7.10.1
7sth,B,P15208,2.7.10.1
7sti,A,P15208,2.7.10.1
7sti,B,P15208,2.7.10.1
7stj,A,P15208,2.7.10.1
7stj,B,P15208,2.7.10.1
7stk,A,P15208,2.7.10.1
7stk,B,P15208,2.7.10.1
7stl,A,P30572,2.4.1.16
7stl,B,P30572,2.4.1.16
7stm,A,P30572,2.4.1.16
7stm,B,P30572,2.4.1.16
7stn,A,P30572,2.4.1.16
7stn,B,P30572,2.4.1.16
7sto,A,P30572,2.4.1.16
7sto,B,P30572,2.4.1.16
7stq,A,P17597,2.2.1.6
7stw,A,Q8U1L3,1.16.-.-
7stw,B,Q8U1L3,1.16.-.-
7stw,C,Q8U1L3,1.16.-.-
7stw,D,Q8U1L3,1.16.-.-
7stw,E,Q8U1L3,1.16.-.-
7stw,F,Q8U1L3,1.16.-.-
7stw,G,Q8U1L3,1.16.-.-
7stw,H,Q8U1L3,1.16.-.-
7stw,I,Q8U1L3,1.16.-.-
7stw,J,Q8U1L3,1.16.-.-
7stw,K,Q8U1L3,1.16.-.-
7stw,L,Q8U1L3,1.16.-.-
7stx,A,P61599,2.3.1.254
7su3,A,P78527,2.7.11.1
7su3,B,P12956,4.2.99.18
7su3,B,P12956,5.6.2.4
7su3,C,P13010,4.2.99.18
7su3,C,P13010,5.6.2.4
7su4,A,Q8CZR7,4.1.2.25
7su4,A,Q8CZR7,5.1.99.8
7su4,B,Q8CZR7,4.1.2.25
7su4,B,Q8CZR7,5.1.99.8
7su4,C,Q8CZR7,4.1.2.25
7su4,C,Q8CZR7,5.1.99.8
7su4,D,Q8CZR7,4.1.2.25
7su4,D,Q8CZR7,5.1.99.8
7su6,A,A0A5P8YJX5,4.1.2.25
7su6,A,A0A5P8YJX5,5.1.99.8
7su6,B,A0A5P8YJX5,4.1.2.25
7su6,B,A0A5P8YJX5,5.1.99.8
7su6,C,A0A5P8YJX5,4.1.2.25
7su6,C,A0A5P8YJX5,5.1.99.8
7su6,D,A0A5P8YJX5,4.1.2.25
7su6,D,A0A5P8YJX5,5.1.99.8
7su7,A,Q8CZR7,4.1.2.25
7su7,A,Q8CZR7,5.1.99.8
7su7,B,Q8CZR7,4.1.2.25
7su7,B,Q8CZR7,5.1.99.8
7su7,C,Q8CZR7,4.1.2.25
7su7,C,Q8CZR7,5.1.99.8
7su7,D,Q8CZR7,4.1.2.25
7su7,D,Q8CZR7,5.1.99.8
7su8,A,A0A5P8YJX5,4.1.2.25
7su8,A,A0A5P8YJX5,5.1.99.8
7su8,B,A0A5P8YJX5,4.1.2.25
7su8,B,A0A5P8YJX5,5.1.99.8
7sub,A,Q2LXS6,1.1.1.100
7suc,A,P11558,2.8.4.1
7suc,B,P11560,2.8.4.1
7suc,C,P11562,2.8.4.1
7suc,a,P11558,2.8.4.1
7suc,b,P11560,2.8.4.1
7suc,c,P11562,2.8.4.1
7sud,A,P78527,2.7.11.1
7sud,C,P13010,4.2.99.18
7sud,C,P13010,5.6.2.4
7suf,A,O14757,2.7.11.1
7sug,A,O14757,2.7.11.1
7suh,A,O14757,2.7.11.1
7sui,A,O14757,2.7.11.1
7suj,A,O14757,2.7.11.1
7suj,B,O14757,2.7.11.1
7suk,LX,P53914,2.3.1.-
7suk,LY,P53914,2.3.1.-
7suk,SC,P15646,2.1.1.-
7suk,SD,P15646,2.1.1.-
7suk,SI,Q08965,3.6.5.-
7suk,SJ,Q06287,2.1.1.260
7suk,SK,Q06287,2.1.1.260
7sum,A,P18858,6.5.1.1
7suo,A,Q13283,3.6.4.12
7suo,A,Q13283,3.6.4.13
7suo,B,Q13283,3.6.4.12
7suo,B,Q13283,3.6.4.13
7suq,A,Q13526,5.2.1.8
7sur,A,Q13526,5.2.1.8
7suv,A,P27695,3.1.11.2
7suv,A,P27695,3.1.21.-
7suv,B,P27695,3.1.11.2
7suv,B,P27695,3.1.21.-
7suw,A,P00918,4.2.1.1
7suw,A,P00918,4.2.1.69
7sux,A,C5YJG8,1.6.2.4
7suy,A,P00918,4.2.1.1
7suy,A,P00918,4.2.1.69
7suz,A,C5YJG8,1.6.2.4
7sv0,A,C5YJG8,1.6.2.4
7sv1,A,P00918,4.2.1.1
7sv1,A,P00918,4.2.1.69
7sv2,A,P20815,1.14.14.1
7sv2,B,P20815,1.14.14.1
7sv2,C,P20815,1.14.14.1
7sv2,D,P20815,1.14.14.1
7sv7,A,P13569,5.6.1.6
7sv8,A,P00918,4.2.1.1
7sv8,A,P00918,4.2.1.69
7svb,A,P27695,3.1.11.2
7svb,A,P27695,3.1.21.-
7svb,B,P27695,3.1.11.2
7svb,B,P27695,3.1.21.-
7svd,A,P13569,5.6.1.6
7sve,A,G1U9U5,3.5.1.24
7sve,B,G1U9U5,3.5.1.24
7sve,C,G1U9U5,3.5.1.24
7sve,D,G1U9U5,3.5.1.24
7svf,A,A0A805Z5R7,3.5.1.-
7svf,A,A0A805Z5R7,3.5.1.24
7svf,A,A0A805Z5R7,3.5.1.74
7svf,B,A0A805Z5R7,3.5.1.-
7svf,B,A0A805Z5R7,3.5.1.24
7svf,B,A0A805Z5R7,3.5.1.74
7svf,C,A0A805Z5R7,3.5.1.-
7svf,C,A0A805Z5R7,3.5.1.24
7svf,C,A0A805Z5R7,3.5.1.74
7svf,D,A0A805Z5R7,3.5.1.-
7svf,D,A0A805Z5R7,3.5.1.24
7svf,D,A0A805Z5R7,3.5.1.74
7svg,A,A0A805Z5R7,3.5.1.-
7svg,A,A0A805Z5R7,3.5.1.24
7svg,A,A0A805Z5R7,3.5.1.74
7svg,B,A0A805Z5R7,3.5.1.-
7svg,B,A0A805Z5R7,3.5.1.24
7svg,B,A0A805Z5R7,3.5.1.74
7svg,C,A0A805Z5R7,3.5.1.-
7svg,C,A0A805Z5R7,3.5.1.24
7svg,C,A0A805Z5R7,3.5.1.74
7svg,D,A0A805Z5R7,3.5.1.-
7svg,D,A0A805Z5R7,3.5.1.24
7svg,D,A0A805Z5R7,3.5.1.74
7svh,A,A0A833FHE1,3.5.1.24
7svh,B,A0A833FHE1,3.5.1.24
7svh,C,A0A833FHE1,3.5.1.24
7svh,D,A0A833FHE1,3.5.1.24
7svh,E,A0A833FHE1,3.5.1.24
7svh,F,A0A833FHE1,3.5.1.24
7svh,G,A0A833FHE1,3.5.1.24
7svh,H,A0A833FHE1,3.5.1.24
7svj,A,A0A0R1U3N2,3.5.1.24
7svj,B,A0A0R1U3N2,3.5.1.24
7svk,A,A0A0U5F994,3.5.1.24
7svl,A,Q86TI2,3.4.14.5
7svl,B,Q86TI2,3.4.14.5
7svl,C,Q86TI2,3.4.14.5
7svl,D,Q86TI2,3.4.14.5
7svm,A,Q6V1X1,3.4.14.5
7svm,B,Q6V1X1,3.4.14.5
7svm,C,Q6V1X1,3.4.14.5
7svn,A,Q86TI2,3.4.14.5
7svn,B,Q86TI2,3.4.14.5
7svn,C,Q86TI2,3.4.14.5
7svn,D,Q86TI2,3.4.14.5
7svo,A,Q6V1X1,3.4.14.5
7svo,B,Q6V1X1,3.4.14.5
7svo,C,Q6V1X1,3.4.14.5
7svp,A,O14939,3.1.4.4
7svp,B,O14939,3.1.4.4
7svp,C,O14939,3.1.4.4
7svp,D,O14939,3.1.4.4
7svr,A,P13569,5.6.1.6
7svs,A,G0RQS7,1.15.1.1
7svs,B,G0RQS7,1.15.1.1
7svs,C,G0RQS7,1.15.1.1
7svs,D,G0RQS7,1.15.1.1
7svs,E,G0RQS7,1.15.1.1
7svs,F,G0RQS7,1.15.1.1
7svs,G,G0RQS7,1.15.1.1
7svs,H,G0RQS7,1.15.1.1
7svt,B,I6WYY7,4.2.1.-
7svt,I,I6WYY7,4.2.1.-
7svt,P,I6WYY7,4.2.1.-
7svt,W,I6WYY7,4.2.1.-
7svy,A,P06873,3.4.21.64
7svz,A,P06873,3.4.21.64
7sw0,A,P06873,3.4.21.64
7sw1,A,P06873,3.4.21.64
7sw2,A,P06873,3.4.21.64
7sw3,A,P06873,3.4.21.64
7sw4,A,P06873,3.4.21.64
7sw5,A,P06873,3.4.21.64
7sw6,A,P06873,3.4.21.64
7sw7,A,P06873,3.4.21.64
7sw8,A,P06873,3.4.21.64
7sw9,A,P06873,3.4.21.64
7swa,A,P06873,3.4.21.64
7swb,A,P06873,3.4.21.64
7swc,A,P06873,3.4.21.64
7swk,A,A0A0H3GTN1,1.2.1.8
7swk,B,A0A0H3GTN1,1.2.1.8
7sx1,A,P60174,4.2.3.3
7sx1,A,P60174,5.3.1.1
7sx1,B,P60174,4.2.3.3
7sx1,B,P60174,5.3.1.1
7sx5,A,P18858,6.5.1.1
7sx8,A,P68139,3.6.4.-
7sx8,B,P68139,3.6.4.-
7sx8,C,P68139,3.6.4.-
7sx8,E,P68139,3.6.4.-
7sx8,G,P68139,3.6.4.-
7sx8,H,P68139,3.6.4.-
7sx9,A,P68139,3.6.4.-
7sx9,B,P68139,3.6.4.-
7sx9,C,P68139,3.6.4.-
7sx9,E,P68139,3.6.4.-
7sx9,G,P68139,3.6.4.-
7sx9,H,P68139,3.6.4.-
7sxa,B,P68139,3.6.4.-
7sxa,C,P68139,3.6.4.-
7sxa,D,P68139,3.6.4.-
7sxe,A,P18858,6.5.1.1
7sxf,A,P49840,2.7.11.1
7sxf,A,P49840,2.7.11.26
7sxg,A,P49840,2.7.11.1
7sxg,A,P49840,2.7.11.26
7sxh,A,P49841,2.7.11.1
7sxh,A,P49841,2.7.11.26
7sxj,A,P49841,2.7.11.1
7sxj,A,P49841,2.7.11.26
7sxl,A,Q8ILY1,2.7.7.102
7sxl,A,Q8ILY1,2.7.7.7
7sxl,A,Q8ILY1,3.1.11.-
7sxl,A,Q8ILY1,5.6.2.3
7sxl,B,Q8ILY1,2.7.7.102
7sxl,B,Q8ILY1,2.7.7.7
7sxl,B,Q8ILY1,3.1.11.-
7sxl,B,Q8ILY1,5.6.2.3
7sxm,A,P11558,2.8.4.1
7sxm,B,P11560,2.8.4.1
7sxm,C,P11562,2.8.4.1
7sxm,D,P11558,2.8.4.1
7sxm,E,P11560,2.8.4.1
7sxm,F,P11562,2.8.4.1
7sxo,A,P36775,3.4.21.53
7sxo,B,P36775,3.4.21.53
7sxo,C,P36775,3.4.21.53
7sxo,D,P36775,3.4.21.53
7sxo,E,P36775,3.4.21.53
7sxo,F,P36775,3.4.21.53
7sxq,A,Q8ILY1,2.7.7.102
7sxq,A,Q8ILY1,2.7.7.7
7sxq,A,Q8ILY1,3.1.11.-
7sxq,A,Q8ILY1,5.6.2.3
7sxq,B,Q8ILY1,2.7.7.102
7sxq,B,Q8ILY1,2.7.7.7
7sxq,B,Q8ILY1,3.1.11.-
7sxq,B,Q8ILY1,5.6.2.3
7sxx,E,Q9BYF1,3.4.17.-
7sxx,E,Q9BYF1,3.4.17.23
7sxy,E,Q9BYF1,3.4.17.-
7sxy,E,Q9BYF1,3.4.17.23
7sxz,E,Q9BYF1,3.4.17.-
7sxz,E,Q9BYF1,3.4.17.23
7sy0,E,Q9BYF1,3.4.17.-
7sy0,E,Q9BYF1,3.4.17.23
7sy1,E,Q9BYF1,3.4.17.-
7sy1,E,Q9BYF1,3.4.17.23
7sy2,E,Q9BYF1,3.4.17.-
7sy2,E,Q9BYF1,3.4.17.23
7sy3,E,Q9BYF1,3.4.17.-
7sy3,E,Q9BYF1,3.4.17.23
7sy4,E,Q9BYF1,3.4.17.-
7sy4,E,Q9BYF1,3.4.17.23
7sy5,D,Q9BYF1,3.4.17.-
7sy5,D,Q9BYF1,3.4.17.23
7sy5,E,Q9BYF1,3.4.17.-
7sy5,E,Q9BYF1,3.4.17.23
7sy5,F,Q9BYF1,3.4.17.-
7sy5,F,Q9BYF1,3.4.17.23
7sy6,E,Q9BYF1,3.4.17.-
7sy6,E,Q9BYF1,3.4.17.23
7sy7,E,Q9BYF1,3.4.17.-
7sy7,E,Q9BYF1,3.4.17.23
7sy8,E,Q9BYF1,3.4.17.-
7sy8,E,Q9BYF1,3.4.17.23
7sy9,A,Q9HVZ9,6.3.2.9
7sy9,B,Q9HVZ9,6.3.2.9
7syc,A,A0A1Y0Q4X2,3.6.1.55
7syd,A,P00533,2.7.10.1
7syd,B,P00533,2.7.10.1
7sye,A,P00533,2.7.10.1
7sye,B,P00533,2.7.10.1
7syf,A,D9IEF7,3.2.1.17
7syf,A,Q8TCU6,3.2.1.17
7syg,E,G1TNM3,4.2.99.18
7syh,E,G1TNM3,4.2.99.18
7syi,E,G1TNM3,4.2.99.18
7syj,E,G1TNM3,4.2.99.18
7syk,E,G1TNM3,4.2.99.18
7syl,E,G1TNM3,4.2.99.18
7sym,E,G1TNM3,4.2.99.18
7syn,E,G1TNM3,4.2.99.18
7syo,E,G1TNM3,4.2.99.18
7syp,E,G1TNM3,4.2.99.18
7syq,E,G1TNM3,4.2.99.18
7syr,E,G1TNM3,4.2.99.18
7sys,E,G1TNM3,4.2.99.18
7syt,E,G1TNM3,4.2.99.18
7syu,E,G1TNM3,4.2.99.18
7syv,E,G1TNM3,4.2.99.18
7syv,x,G1TRL5,3.6.5.3
7syw,E,G1TNM3,4.2.99.18
7syw,x,G1TRL5,3.6.5.3
7syx,E,G1TNM3,4.2.99.18
7syx,x,G1TRL5,3.6.5.3
7sz0,A,P00533,2.7.10.1
7sz0,B,P00533,2.7.10.1
7sz1,A,P00533,2.7.10.1
7sz1,B,P00533,2.7.10.1
7sz5,A,P00533,2.7.10.1
7sz5,B,P00533,2.7.10.1
7sz7,A,P00533,2.7.10.1
7sz7,B,P00533,2.7.10.1
7sz9,A,P0A953,2.3.1.41
7sz9,B,P0A953,2.3.1.41
7sza,A,Q96S44,2.7.11.1
7sza,A,Q96S44,3.6.-.-
7sza,C,Q96S44,2.7.11.1
7sza,C,Q96S44,3.6.-.-
7szb,A,Q96S44,2.7.11.1
7szb,A,Q96S44,3.6.-.-
7szb,C,Q96S44,2.7.11.1
7szb,C,Q96S44,3.6.-.-
7szc,A,Q96S44,2.7.11.1
7szc,A,Q96S44,3.6.-.-
7szc,C,Q96S44,2.7.11.1
7szc,C,Q96S44,3.6.-.-
7szd,A,Q96S44,2.7.11.1
7szd,A,Q96S44,3.6.-.-
7szd,C,Q96S44,2.7.11.1
7szd,C,Q96S44,3.6.-.-
7szj,A,P0A7Z4,2.7.7.6
7szj,B,P0A7Z4,2.7.7.6
7szj,C,P0A8V2,2.7.7.6
7szj,D,P0A8T7,2.7.7.6
7szj,E,P0A800,2.7.7.6
7szk,A,P0A7Z4,2.7.7.6
7szk,B,P0A7Z4,2.7.7.6
7szk,C,P0A8V2,2.7.7.6
7szk,D,P0A8T7,2.7.7.6
7szk,E,P0A800,2.7.7.6
7szl,A,Q9NP60,3.2.2.6
7szp,A,A6TBC4,2.6.1.9
7szp,B,A6TBC4,2.6.1.9
7szp,C,A6TBC4,2.6.1.9
7szp,D,A6TBC4,2.6.1.9
7szq,A,Q09472,2.3.1.-
7szq,A,Q09472,2.3.1.48
7szr,A,Q9WUL6,2.7.11.25
7szr,B,Q9WUL6,2.7.11.25
7szv,A,A0A3E2MWC7,1.3.99.-
7szv,B,A0A3E2MWC7,1.3.99.-
7szw,A,O60674,2.7.10.2
7t02,A,J9VI03,3.6.4.-
7t08,A,J9VSJ6,2.5.1.58
7t08,A,J9VSJ6,2.5.1.59
7t08,B,T2BPA1,2.5.1.58
7t09,A,J9VSJ6,2.5.1.58
7t09,A,J9VSJ6,2.5.1.59
7t09,B,T2BPA1,2.5.1.58
7t0a,A,J9VSJ6,2.5.1.58
7t0a,A,J9VSJ6,2.5.1.59
7t0a,B,T2BPA1,2.5.1.58
7t0b,A,J9VSJ6,2.5.1.58
7t0b,A,J9VSJ6,2.5.1.59
7t0b,B,T2BPA1,2.5.1.58
7t0c,A,J9VSJ6,2.5.1.58
7t0c,A,J9VSJ6,2.5.1.59
7t0c,B,T2BPA1,2.5.1.58
7t0d,A,J9VSJ6,2.5.1.58
7t0d,A,J9VSJ6,2.5.1.59
7t0d,B,T2BPA1,2.5.1.58
7t0e,A,J9VSJ6,2.5.1.58
7t0e,A,J9VSJ6,2.5.1.59
7t0e,B,T2BPA1,2.5.1.58
7t0p,A,O60674,2.7.10.2
7t0p,B,O60674,2.7.10.2
7t0q,A,P60174,4.2.3.3
7t0q,A,P60174,5.3.1.1
7t0q,B,P60174,4.2.3.3
7t0q,B,P60174,5.3.1.1
7t0y,A,P62136,3.1.3.16
7t0y,C,P62136,3.1.3.16
7t17,A,A0A024B7W1,2.1.1.56
7t17,A,A0A024B7W1,2.1.1.57
7t17,A,A0A024B7W1,2.7.7.48
7t17,A,A0A024B7W1,3.4.21.91
7t17,A,A0A024B7W1,3.6.1.15
7t17,A,A0A024B7W1,3.6.4.13
7t17,C,A0A024B7W1,2.1.1.56
7t17,C,A0A024B7W1,2.1.1.57
7t17,C,A0A024B7W1,2.7.7.48
7t17,C,A0A024B7W1,3.4.21.91
7t17,C,A0A024B7W1,3.6.1.15
7t17,C,A0A024B7W1,3.6.4.13
7t17,E,A0A024B7W1,2.1.1.56
7t17,E,A0A024B7W1,2.1.1.57
7t17,E,A0A024B7W1,2.7.7.48
7t17,E,A0A024B7W1,3.4.21.91
7t17,E,A0A024B7W1,3.6.1.15
7t17,E,A0A024B7W1,3.6.4.13
7t18,A,P12689,2.7.7.-
7t19,A,P12689,2.7.7.-
7t1a,A,P12689,2.7.7.-
7t1b,A,P12689,2.7.7.-
7t1c,A,A0A1N6DK16,4.1.1.39
7t1d,A,Q8IXJ6,2.3.1.-
7t1d,A,Q8IXJ6,2.3.1.286
7t1d,B,Q8IXJ6,2.3.1.-
7t1d,B,Q8IXJ6,2.3.1.286
7t1f,A,P01116,3.6.5.2
7t1f,B,P01116,3.6.5.2
7t1f,C,P01116,3.6.5.2
7t1g,A,Q04430,2.7.1.33
7t1g,B,Q04430,2.7.1.33
7t1h,A,Q04430,2.7.1.33
7t1h,B,Q04430,2.7.1.33
7t1i,A,Q04430,2.7.1.33
7t1i,B,Q04430,2.7.1.33
7t1j,A,A0ACD6B9W6,4.1.1.39
7t1j,B,A0ACD6B9W6,4.1.1.39
7t1j,C,A0ACD6B9W6,4.1.1.39
7t1j,D,A0ACD6B9W6,4.1.1.39
7t1j,E,A0ACD6B9W6,4.1.1.39
7t1j,F,A0ACD6B9W6,4.1.1.39
7t1j,G,A0ACD6B9W6,4.1.1.39
7t1j,H,A0ACD6B9W6,4.1.1.39
7t1j,I,A0ACD6B9W6,4.1.1.39
7t1j,J,A0ACD6B9W6,4.1.1.39
7t1j,K,A0ACD6B9W6,4.1.1.39
7t1j,L,A0ACD6B9W6,4.1.1.39
7t1k,A,P07332,2.7.10.2
7t1l,A,P07332,2.7.10.2
7t1l,B,P07332,2.7.10.2
7t1q,A,A3M8H2,3.5.1.18
7t1q,B,A3M8H2,3.5.1.18
7t1t,A,O60674,2.7.10.2
7t1u,A,P12931,2.7.10.2
7t1u,B,P12931,2.7.10.2
7t20,A,P0ACB0,5.6.2.3
7t20,B,P0ACB0,5.6.2.3
7t20,C,P0ACB0,5.6.2.3
7t20,D,P0ACB0,5.6.2.3
7t20,E,P0ACB0,5.6.2.3
7t20,F,P0ACB0,5.6.2.3
7t21,A,P0ACB0,5.6.2.3
7t21,B,P0ACB0,5.6.2.3
7t21,C,P0ACB0,5.6.2.3
7t21,D,P0ACB0,5.6.2.3
7t21,E,P0ACB0,5.6.2.3
7t21,F,P0ACB0,5.6.2.3
7t22,A,P0ACB0,5.6.2.3
7t22,B,P0ACB0,5.6.2.3
7t22,C,P0ACB0,5.6.2.3
7t22,D,P0ACB0,5.6.2.3
7t22,E,P0ACB0,5.6.2.3
7t22,F,P0ACB0,5.6.2.3
